,웹툰이름,썸네일경로,웹툰디테일경로,집단,x,y,군집
108,올가미,https://image-comic.pstatic.net/webtoon/732988/thumbnail/thumbnail_IMAG21_eda8ea4b-fdc8-411d-9f28-09e450cc06c5.jpg,https://comic.naver.com/webtoon/list?titleId=732988,3,4.218061447143555,0.5244417786598206,3.0
109,거짓말의 뉘앙스,https://image-comic.pstatic.net/webtoon/809261/thumbnail/thumbnail_IMAG21_b2d4a5c0-3026-4560-b3ee-add80e181536.jpg,https://comic.naver.com/webtoon/list?titleId=809261,0,-4.643955707550049,-3.922372341156006,0.0
110,초인의 게임,https://image-comic.pstatic.net/webtoon/795658/thumbnail/thumbnail_IMAG21_9771c54c-af6a-477c-9243-2b3bb784aae6.jpg,https://comic.naver.com/webtoon/list?titleId=795658,0,-6.1482954025268555,0.9132801294326782,0.0
111,호랑이 들어와요,https://image-comic.pstatic.net/webtoon/757904/thumbnail/thumbnail_IMAG21_f3e09476-b052-4599-b619-4b2aba154143.jpg,https://comic.naver.com/webtoon/list?titleId=757904,3,6.062647342681885,-3.815281629562378,3.0
112,저 그런 인재 아닙니다,https://image-comic.pstatic.net/webtoon/802840/thumbnail/thumbnail_IMAG21_1ae41652-be65-4c1d-be08-8df716aaa41c.jpg,https://comic.naver.com/webtoon/list?titleId=802840,2,-6.224897384643555,4.2077202796936035,2.0
113,대리게임,https://image-comic.pstatic.net/webtoon/809263/thumbnail/thumbnail_IMAG21_10493e4c-e4b5-4aac-b1ed-4acd07879e54.jpg,https://comic.naver.com/webtoon/list?titleId=809263,1,1.0276248455047607,4.986546039581299,1.0
114,원주민 공포만화,https://image-comic.pstatic.net/webtoon/698918/thumbnail/thumbnail_IMAG21_3689346629442483042.jpg,https://comic.naver.com/webtoon/list?titleId=698918,0,-9.293673515319824,2.106269598007202,0.0
115,위아더좀비,https://image-comic.pstatic.net/webtoon/766648/thumbnail/thumbnail_IMAG21_3977861984512325425.jpg,https://comic.naver.com/webtoon/list?titleId=766648,3,4.141057014465332,-1.5155895948410034,3.0
116,랜덤채팅의 그녀!,https://image-comic.pstatic.net/webtoon/702608/thumbnail/thumbnail_IMAG21_7005692479348499809.jpg,https://comic.naver.com/webtoon/list?titleId=702608,1,1.619947910308838,6.279923915863037,1.0
117,유사연애,https://image-comic.pstatic.net/webtoon/804653/thumbnail/thumbnail_IMAG21_245d93e8-07c6-4229-9e51-bb813a307610.jpg,https://comic.naver.com/webtoon/list?titleId=804653,3,2.2539196014404297,-1.9710030555725098,3.0
118,로잘린 보가트,https://image-comic.pstatic.net/webtoon/797582/thumbnail/thumbnail_IMAG21_c1588ed1-f012-4592-ae45-ff9b177fe9f9.jpg,https://comic.naver.com/webtoon/list?titleId=797582,2,-1.5736653804779053,3.058304786682129,2.0
119,덴큐,https://image-comic.pstatic.net/webtoon/778963/thumbnail/thumbnail_IMAG21_3918805901429191730.jpg,https://comic.naver.com/webtoon/list?titleId=778963,4,-1.8892717361450195,-2.4481592178344727,4.0
120,나타나주세요!,https://image-comic.pstatic.net/webtoon/770068/thumbnail/thumbnail_IMAG21_b5e21984-464b-4529-91fa-3ecc4428e690.jpg,https://comic.naver.com/webtoon/list?titleId=770068,1,2.485461473464966,2.7676823139190674,1.0
121,반대로 끌리는 사이,https://image-comic.pstatic.net/webtoon/808454/thumbnail/thumbnail_IMAG21_5bd6216a-9baa-4859-bc6e-3f224badb74a.jpg,https://comic.naver.com/webtoon/list?titleId=808454,4,2.170128107070923,-5.694180488586426,4.0
122,윌유메리미,https://image-comic.pstatic.net/webtoon/616239/thumbnail/thumbnail_IMAG21_7c320dd0-7f6e-4645-b82b-e46752ed7375.jpg,https://comic.naver.com/webtoon/list?titleId=616239,3,6.0460591316223145,-0.6240544319152832,3.0
123,해골협객,https://image-comic.pstatic.net/webtoon/808388/thumbnail/thumbnail_IMAG21_cc163817-f875-4d54-9690-2dfe20a4c5a3.jpg,https://comic.naver.com/webtoon/list?titleId=808388,1,4.127072811126709,2.9027838706970215,1.0
124,용왕님의 셰프가 되었습니다,https://image-comic.pstatic.net/webtoon/741449/thumbnail/thumbnail_IMAG21_7cc5de94-a52d-473c-bdb7-f5c24188fac7.jpg,https://comic.naver.com/webtoon/list?titleId=741449,3,5.004418849945068,-0.010940244421362877,3.0
125,윗집 그 남자,https://image-comic.pstatic.net/webtoon/809579/thumbnail/thumbnail_IMAG21_bcd8b741-7bb0-45ef-aaa8-2dc26b80349e.jpg,https://comic.naver.com/webtoon/list?titleId=809579,1,1.5120439529418945,6.8820366859436035,1.0
126,헥토파스칼,https://image-comic.pstatic.net/webtoon/799250/thumbnail/thumbnail_IMAG21_cc84475a-58c8-4e66-a26b-2a08be6a1f24.jpg,https://comic.naver.com/webtoon/list?titleId=799250,4,-1.8783754110336304,-0.8613380193710327,4.0
127,연우의 순정,https://image-comic.pstatic.net/webtoon/752532/thumbnail/thumbnail_IMAG21_e0dbfa33-e13c-4adc-bf63-a5b26b4a2a3e.jpg,https://comic.naver.com/webtoon/list?titleId=752532,4,-1.8339672088623047,-1.880663275718689,4.0
128,은주의 방 2~3부,https://image-comic.pstatic.net/webtoon/654138/thumbnail/thumbnail_IMAG21_3559587746721839161.jpg,https://comic.naver.com/webtoon/list?titleId=654138,3,3.2333853244781494,-1.639590859413147,3.0
129,우리 집 고양이 보고 갈래?,https://image-comic.pstatic.net/webtoon/805743/thumbnail/thumbnail_IMAG21_7bb206cc-46b8-4745-9fce-4ce73bcd068e.jpg,https://comic.naver.com/webtoon/list?titleId=805743,4,1.5905932188034058,-2.4553823471069336,4.0
130,짝사랑의 마침표,https://image-comic.pstatic.net/webtoon/789682/thumbnail/thumbnail_IMAG21_764560de-de68-45ee-816f-fe376fbe4f60.jpg,https://comic.naver.com/webtoon/list?titleId=789682,3,2.0742268562316895,-2.0949180126190186,3.0
131,빅맨,https://image-comic.pstatic.net/webtoon/753839/thumbnail/thumbnail_IMAG21_3835153067459896165.jpg,https://comic.naver.com/webtoon/list?titleId=753839,4,-2.257962465286255,-6.65878963470459,4.0
132,사표내고 이계에서 힐링합니다,https://image-comic.pstatic.net/webtoon/800726/thumbnail/thumbnail_IMAG21_f8d6b47c-3af0-49ef-9aa7-3b6ea28e4aa8.jpg,https://comic.naver.com/webtoon/list?titleId=800726,1,0.48709431290626526,1.3934249877929688,1.0
133,왕게임,https://image-comic.pstatic.net/webtoon/798101/thumbnail/thumbnail_IMAG21_766e3761-228a-4c04-97b8-6f0ef13cf35b.jpg,https://comic.naver.com/webtoon/list?titleId=798101,0,-2.822183847427368,-0.6987029910087585,0.0
134,빌런투킬,https://image-comic.pstatic.net/webtoon/765156/thumbnail/thumbnail_IMAG21_09f17695-7f1a-43c1-9515-3debf026e2ed.jpg,https://comic.naver.com/webtoon/list?titleId=765156,0,-5.668337821960449,1.0491527318954468,0.0
135,에이머,https://image-comic.pstatic.net/webtoon/400739/thumbnail/thumbnail_IMAG21_b5046846-5af7-48a9-9b20-b0b07cf0c904.jpeg,https://comic.naver.com/webtoon/list?titleId=400739,3,3.601813316345215,-4.423116207122803,3.0
136,왕자님 짠내밥상,https://image-comic.pstatic.net/webtoon/810561/thumbnail/thumbnail_IMAG21_b93e29dc-335c-4c38-afa9-074c581273cc.jpg,https://comic.naver.com/webtoon/list?titleId=810561,3,4.5710225105285645,0.4190830588340759,3.0
137,그냥 선생님,https://image-comic.pstatic.net/webtoon/804333/thumbnail/thumbnail_IMAG21_b39d8b31-ca85-492f-8588-c766aa2b3c27.jpg,https://comic.naver.com/webtoon/list?titleId=804333,3,2.9307899475097656,-1.5725862979888916,3.0
138,애옹식당,https://image-comic.pstatic.net/webtoon/785703/thumbnail/thumbnail_IMAG21_020a4de1-984b-4343-8735-55970b9fda68.jpg,https://comic.naver.com/webtoon/list?titleId=785703,3,5.9110188484191895,-1.8144112825393677,3.0
139,웅크,https://image-comic.pstatic.net/webtoon/800506/thumbnail/thumbnail_IMAG21_21640049-34da-44e5-82d7-bbb7aca3a3f8.jpg,https://comic.naver.com/webtoon/list?titleId=800506,3,7.359328269958496,-0.47086015343666077,3.0
140,하우스키퍼,https://image-comic.pstatic.net/webtoon/723046/thumbnail/thumbnail_IMAG21_c9dc9f1e-6e34-4ae8-9ea3-e94dda2dbef5.jpg,https://comic.naver.com/webtoon/list?titleId=723046,0,-2.8019027709960938,-1.5860042572021484,0.0
141,짐승의 꽃,https://image-comic.pstatic.net/webtoon/805334/thumbnail/thumbnail_IMAG21_1a7f9687-e04f-4ac8-8f50-ac58275a2295.jpg,https://comic.naver.com/webtoon/list?titleId=805334,1,-0.8300806283950806,0.8895862102508545,1.0
142,렌탈히어로,https://image-comic.pstatic.net/webtoon/808804/thumbnail/thumbnail_IMAG21_2af53eb3-eb52-40e7-b1d9-7b4fccfba9af.jpg,https://comic.naver.com/webtoon/list?titleId=808804,0,-7.381537437438965,0.20814809203147888,0.0
143,우투리: THE LEGACY,https://image-comic.pstatic.net/webtoon/797819/thumbnail/thumbnail_IMAG21_2efb3bf2-b392-4c9d-8662-f0c493ddafe3.jpg,https://comic.naver.com/webtoon/list?titleId=797819,0,-6.321918964385986,-1.5517562627792358,0.0
144,아이즈,https://image-comic.pstatic.net/webtoon/767908/thumbnail/thumbnail_IMAG21_133544d1-6655-47ac-99ce-00da2f3cdc17.jpg,https://comic.naver.com/webtoon/list?titleId=767908,3,5.109801292419434,2.4024641513824463,3.0
145,로맨스가 가능해?,https://image-comic.pstatic.net/webtoon/803010/thumbnail/thumbnail_IMAG21_39c36855-22e9-43eb-b0af-65fe8204d568.jpg,https://comic.naver.com/webtoon/list?titleId=803010,1,1.5739576816558838,1.6149611473083496,1.0
146,사공은주,https://image-comic.pstatic.net/webtoon/794965/thumbnail/thumbnail_IMAG21_63390970-e54c-497e-8f6d-e5cbaf78d490.jpg,https://comic.naver.com/webtoon/list?titleId=794965,4,-3.3544349670410156,-5.77470064163208,4.0
147,제로게임,https://image-comic.pstatic.net/webtoon/676695/thumbnail/thumbnail_IMAG21_68b97d1b-2b65-4b2c-a5a0-6aa60d4602de.jpg,https://comic.naver.com/webtoon/list?titleId=676695,2,-3.4134321212768555,5.529209613800049,2.0
148,내남친 킹카만들기,https://image-comic.pstatic.net/webtoon/791126/thumbnail/thumbnail_IMAG21_b3c5cfcc-aba4-4ba6-b010-8c740c2cbc85.jpg,https://comic.naver.com/webtoon/list?titleId=791126,4,1.3155949115753174,-0.811870813369751,4.0
149,주인님을 잡아먹는 방법,https://image-comic.pstatic.net/webtoon/794105/thumbnail/thumbnail_IMAG21_bc1d4038-94fc-428c-8e78-e2cb9ab3643e.jpg,https://comic.naver.com/webtoon/list?titleId=794105,2,-2.646212577819824,4.394255638122559,2.0
150,랜덤타겟,https://image-comic.pstatic.net/webtoon/807582/thumbnail/thumbnail_IMAG21_1c7a2387-173f-4def-8764-f3060c169275.jpg,https://comic.naver.com/webtoon/list?titleId=807582,1,-0.36215534806251526,3.772017002105713,1.0
151,여우자매,https://image-comic.pstatic.net/webtoon/797413/thumbnail/thumbnail_IMAG21_f04539ee-5166-4337-bd33-10f41d2713fa.jpg,https://comic.naver.com/webtoon/list?titleId=797413,4,-1.548445701599121,-0.2242715209722519,4.0
152,한입만!,https://image-comic.pstatic.net/webtoon/789029/thumbnail/thumbnail_IMAG21_7365127438884483171.jpg,https://comic.naver.com/webtoon/list?titleId=789029,4,0.21340514719486237,-1.370713233947754,4.0
153,팀장님은 신혼이 피곤하다,https://image-comic.pstatic.net/webtoon/804868/thumbnail/thumbnail_IMAG21_ea78afa0-0987-46e8-901c-6f0aef44bc0c.jpg,https://comic.naver.com/webtoon/list?titleId=804868,4,1.9139384031295776,-2.96482253074646,4.0
154,햄버거가 제일 좋아,https://image-comic.pstatic.net/webtoon/801820/thumbnail/thumbnail_IMAG21_82855003-8d89-45b6-8a8b-55c4cbbd8ad2.jpg,https://comic.naver.com/webtoon/list?titleId=801820,4,0.6027058959007263,-0.18865931034088135,4.0
155,필리아로제 - 가시왕관의 예언,https://image-comic.pstatic.net/webtoon/773793/thumbnail/thumbnail_IMAG21_3688508805038170930.jpg,https://comic.naver.com/webtoon/list?titleId=773793,2,-4.80327844619751,4.1218132972717285,2.0
156,"이 결혼, 새로고침",https://image-comic.pstatic.net/webtoon/797259/thumbnail/thumbnail_IMAG21_4135202076969481273.jpg,https://comic.naver.com/webtoon/list?titleId=797259,2,-1.0463342666625977,4.154514312744141,2.0
157,원포인트,https://image-comic.pstatic.net/webtoon/807314/thumbnail/thumbnail_IMAG21_90acd316-6708-4896-90a4-c3b55b735dc5.jpg,https://comic.naver.com/webtoon/list?titleId=807314,4,1.3990672826766968,-5.002464294433594,4.0
158,동경과 거짓말,https://image-comic.pstatic.net/webtoon/809006/thumbnail/thumbnail_IMAG21_8d060889-e212-47cb-b4e7-0715c866f0d1.jpg,https://comic.naver.com/webtoon/list?titleId=809006,1,-0.026845987886190414,1.6429853439331055,1.0
159,은밀한 재택근무,https://image-comic.pstatic.net/webtoon/807858/thumbnail/thumbnail_IMAG21_6f8082ba-9afe-491f-98d6-8b7b7fafb991.jpg,https://comic.naver.com/webtoon/list?titleId=807858,1,-0.14957958459854126,2.810335397720337,1.0
160,돌격! 용마치킨,https://image-comic.pstatic.net/webtoon/805974/thumbnail/thumbnail_IMAG21_7794debf-da11-42fd-9126-13723f239794.jpg,https://comic.naver.com/webtoon/list?titleId=805974,2,-2.6856913566589355,2.5566799640655518,2.0
161,공작저의 붉은 밤,https://image-comic.pstatic.net/webtoon/805671/thumbnail/thumbnail_IMAG21_8be4a557-d691-48b1-8445-199e6c0c5dbd.jpg,https://comic.naver.com/webtoon/list?titleId=805671,1,-0.602601170539856,1.9234609603881836,1.0
162,원수가 나를 유혹할 때,https://image-comic.pstatic.net/webtoon/797943/thumbnail/thumbnail_IMAG21_6733cb7f-79aa-4ecd-8a22-ed34a17684d8.jpg,https://comic.naver.com/webtoon/list?titleId=797943,1,0.25575563311576843,3.9681808948516846,1.0
163,교환학생,https://image-comic.pstatic.net/webtoon/778228/thumbnail/thumbnail_IMAG21_4051047668904440884.jpg,https://comic.naver.com/webtoon/list?titleId=778228,4,0.41348397731781006,-4.40090799331665,4.0
164,DARK MOON: 회색 도시,https://image-comic.pstatic.net/webtoon/802872/thumbnail/thumbnail_IMAG21_c80f6d62-0971-4806-9aa5-9cc0d9e5599e.jpg,https://comic.naver.com/webtoon/list?titleId=802872,2,-0.9522141218185425,5.473968982696533,2.0
165,달이 사라진 밤,https://image-comic.pstatic.net/webtoon/795649/thumbnail/thumbnail_IMAG21_a005cff6-27ef-4478-a3fb-2acab6e1d39e.jpg,https://comic.naver.com/webtoon/list?titleId=795649,0,-7.050958633422852,2.7603302001953125,0.0
166,AI 유하,https://image-comic.pstatic.net/webtoon/800400/thumbnail/thumbnail_IMAG21_bb74c497-7fa9-48c2-9f4f-4438317ff0c8.jpg,https://comic.naver.com/webtoon/list?titleId=800400,4,-0.25506317615509033,-1.9952303171157837,4.0
167,"너의 순정, 나의 순정",https://image-comic.pstatic.net/webtoon/797258/thumbnail/thumbnail_IMAG21_7293970135255232568.jpg,https://comic.naver.com/webtoon/list?titleId=797258,3,1.5169285535812378,0.0773262083530426,3.0
168,마녀이야기,https://image-comic.pstatic.net/webtoon/794671/thumbnail/thumbnail_IMAG21_48d943f4-b3e7-4d33-9438-4d6babc67be5.jpg,https://comic.naver.com/webtoon/list?titleId=794671,0,-3.270185708999634,0.27379241585731506,0.0
169,전지적 독자 시점,https://image-comic.pstatic.net/webtoon/747269/thumbnail/thumbnail_IMAG21_aabd9952-ff45-47a2-a543-33f19a5c6708.jpg,https://comic.naver.com/webtoon/list?titleId=747269,2,-3.084620952606201,5.978954315185547,2.0
170,성스러운 작가생활,https://image-comic.pstatic.net/webtoon/807859/thumbnail/thumbnail_IMAG21_f76458b0-e807-480e-b44c-3437d9888a75.jpg,https://comic.naver.com/webtoon/list?titleId=807859,3,2.793952703475952,-1.3297007083892822,3.0
171,헬퍼 2 : 킬베로스,https://image-comic.pstatic.net/webtoon/670143/thumbnail/thumbnail_IMAG21_12d5d293-d54d-4022-8e00-c97c5779c701.jpg,https://comic.naver.com/webtoon/list?titleId=670143,3,5.5071563720703125,-2.5010762214660645,3.0
172,백XX,https://image-comic.pstatic.net/webtoon/804862/thumbnail/thumbnail_IMAG21_e2814dcb-83ae-477a-9149-d20fad5bdf92.jpg,https://comic.naver.com/webtoon/list?titleId=804862,1,2.108766555786133,5.168615341186523,1.0
173,캐슬2:만인지상,https://image-comic.pstatic.net/webtoon/807178/thumbnail/thumbnail_IMAG21_28fcfb22-aae7-41b4-8767-05f6dd176b03.jpg,https://comic.naver.com/webtoon/list?titleId=807178,4,-2.8236429691314697,-6.383261680603027,4.0
174,66666년 만에 환생한 흑마법사,https://image-comic.pstatic.net/webtoon/775141/thumbnail/thumbnail_IMAG21_11d97e88-9ccf-4e7a-a10d-dde42725e3fa.jpg,https://comic.naver.com/webtoon/list?titleId=775141,0,-6.169384956359863,0.8933058381080627,0.0
175,일렉시드,https://image-comic.pstatic.net/webtoon/717481/thumbnail/thumbnail_IMAG21_3545800975505057126.jpg,https://comic.naver.com/webtoon/list?titleId=717481,0,-5.292686462402344,-2.7870309352874756,0.0
176,황후를 훔친 이는 누구인가,https://image-comic.pstatic.net/webtoon/805737/thumbnail/thumbnail_IMAG21_c72b400d-fc29-4928-828f-56b3629ce352.jpg,https://comic.naver.com/webtoon/list?titleId=805737,2,-1.445358157157898,3.501765489578247,2.0
177,격기3반,https://image-comic.pstatic.net/webtoon/701535/thumbnail/thumbnail_IMAG21_2abe5b1a-9104-417f-9995-0db15c6db7be.jpg,https://comic.naver.com/webtoon/list?titleId=701535,2,-3.6942126750946045,2.379096746444702,2.0
178,미래의 골동품 가게,https://image-comic.pstatic.net/webtoon/742105/thumbnail/thumbnail_IMAG21_a3860cc1-f927-4031-92fd-8d89b9801127.jpg,https://comic.naver.com/webtoon/list?titleId=742105,0,-9.073851585388184,-0.28853490948677063,0.0
179,가짜 동맹,https://image-comic.pstatic.net/webtoon/788167/thumbnail/thumbnail_IMAG21_9d85dac5-3e9d-4734-9184-95d5c5c8fa5e.jpg,https://comic.naver.com/webtoon/list?titleId=788167,3,3.688426971435547,-2.559040069580078,3.0
180,튜토리얼 탑의 고인물,https://image-comic.pstatic.net/webtoon/738694/thumbnail/thumbnail_IMAG21_7366031057188643120.jpg,https://comic.naver.com/webtoon/list?titleId=738694,4,-2.9042370319366455,-2.398392915725708,4.0
181,운명을 보는 회사원,https://image-comic.pstatic.net/webtoon/797443/thumbnail/thumbnail_IMAG21_cea05bf8-ab6b-4f19-8cd9-dd8c31ed1677.jpg,https://comic.naver.com/webtoon/list?titleId=797443,2,-1.9769048690795898,4.727362632751465,2.0
182,나쁜사람,https://image-comic.pstatic.net/webtoon/750184/thumbnail/thumbnail_IMAG21_adfbd65f-18fa-4268-81db-ec88ae4aa8b1.jpg,https://comic.naver.com/webtoon/list?titleId=750184,4,3.208193778991699,-6.6705851554870605,4.0
183,내가 죽기로 결심한 것은,https://image-comic.pstatic.net/webtoon/783523/thumbnail/thumbnail_IMAG21_cc413d42-89ab-4c7d-a28c-0f698acb169b.jpg,https://comic.naver.com/webtoon/list?titleId=783523,1,1.7533048391342163,7.111359119415283,1.0
184,빌드업,https://image-comic.pstatic.net/webtoon/750826/thumbnail/thumbnail_IMAG21_8bf7d36d-d865-4df0-b76f-f72f288bb2cd.jpg,https://comic.naver.com/webtoon/list?titleId=750826,4,-0.9786040782928467,-0.712214469909668,4.0
185,칼에 취한 밤을 걷다,https://image-comic.pstatic.net/webtoon/795542/thumbnail/thumbnail_IMAG21_3703756833080816441.jpg,https://comic.naver.com/webtoon/list?titleId=795542,0,-4.511715888977051,1.350387454032898,0.0
186,왕따가 격투기를 너무 잘함,https://image-comic.pstatic.net/webtoon/806888/thumbnail/thumbnail_IMAG21_6db5b5ec-f275-4b5f-8e1d-d6acfa9c487a.jpeg,https://comic.naver.com/webtoon/list?titleId=806888,4,1.0827364921569824,-1.5985524654388428,4.0
187,중간에서 만나,https://image-comic.pstatic.net/webtoon/808455/thumbnail/thumbnail_IMAG21_c37c85f4-b9f1-4026-b79c-45d979f9743f.jpg,https://comic.naver.com/webtoon/list?titleId=808455,4,1.0355256795883179,-3.59330677986145,4.0
188,닥터앤닥터 병원일기,https://image-comic.pstatic.net/webtoon/807306/thumbnail/thumbnail_IMAG21_69a712a4-11e8-48bf-9b0c-a26f28c405d8.jpg,https://comic.naver.com/webtoon/list?titleId=807306,4,-2.931917428970337,-4.335886478424072,4.0
189,남사친의 법칙,https://image-comic.pstatic.net/webtoon/808738/thumbnail/thumbnail_IMAG21_5c0738e4-13bc-4e17-a06e-a2cef9b9f030.jpg,https://comic.naver.com/webtoon/list?titleId=808738,3,3.8232176303863525,-0.5475298166275024,3.0
190,악의 등교,https://image-comic.pstatic.net/webtoon/808272/thumbnail/thumbnail_IMAG21_92f35240-3cfd-49c6-a75e-b2715f8b2d98.jpg,https://comic.naver.com/webtoon/list?titleId=808272,1,2.9830594062805176,3.7095394134521484,1.0
191,베이비 폭군,https://image-comic.pstatic.net/webtoon/807019/thumbnail/thumbnail_IMAG21_35128d6b-4a62-48d2-a908-222d47bcfe4e.jpg,https://comic.naver.com/webtoon/list?titleId=807019,3,5.398934841156006,0.9814978241920471,3.0
192,사상최강,https://image-comic.pstatic.net/webtoon/748536/thumbnail/thumbnail_IMAG21_f5ccf206-ed7d-42ae-9452-c11cb188474b.jpg,https://comic.naver.com/webtoon/list?titleId=748536,2,-0.7677439451217651,5.900725841522217,2.0
193,쓰레기는 쓰레기통에!,https://image-comic.pstatic.net/webtoon/790404/thumbnail/thumbnail_IMAG21_3cf35b39-2500-4c2b-a331-a217ca03b055.jpg,https://comic.naver.com/webtoon/list?titleId=790404,1,-1.1134870052337646,1.2673043012619019,1.0
194,급식아빠,https://image-comic.pstatic.net/webtoon/758662/thumbnail/thumbnail_IMAG21_f061545e-a32b-473c-82fa-20a04a5e6ed1.jpg,https://comic.naver.com/webtoon/list?titleId=758662,2,-4.674914836883545,5.160769939422607,2.0
195,"안녕, 나의 수집",https://image-comic.pstatic.net/webtoon/799267/thumbnail/thumbnail_IMAG21_f522ff4f-4f7c-40bf-b9f2-f58d049d4a82.jpg,https://comic.naver.com/webtoon/list?titleId=799267,3,5.861615180969238,-0.7143315672874451,3.0
196,에브리띵 이즈 파인,https://image-comic.pstatic.net/webtoon/804145/thumbnail/thumbnail_IMAG21_4fef0e05-88f3-44a6-8851-1f1c474e0678.jpg,https://comic.naver.com/webtoon/list?titleId=804145,3,6.326882839202881,-1.398817539215088,3.0
197,마른 가지에 바람처럼,https://image-comic.pstatic.net/webtoon/748535/thumbnail/thumbnail_IMAG21_fbaf72e0-c829-44ad-b56c-5c60a9fd5705.jpg,https://comic.naver.com/webtoon/list?titleId=748535,2,-4.770841121673584,6.940406322479248,2.0
198,헤어지면 죽음,https://image-comic.pstatic.net/webtoon/783861/thumbnail/thumbnail_IMAG21_7571ae6b-a37c-4d12-8193-cb79c857cfaa.jpg,https://comic.naver.com/webtoon/list?titleId=783861,4,-0.15822654962539673,-2.1188347339630127,4.0
199,흔한 빙의물인 줄 알았다,https://image-comic.pstatic.net/webtoon/808018/thumbnail/thumbnail_IMAG21_731f2947-7401-4a11-8561-04e0beef8771.jpg,https://comic.naver.com/webtoon/list?titleId=808018,2,-1.5940971374511719,2.226806640625,2.0
200,판타지 여동생!,https://image-comic.pstatic.net/webtoon/730425/thumbnail/thumbnail_IMAG21_3835209134721021750.jpg,https://comic.naver.com/webtoon/list?titleId=730425,3,3.6459035873413086,-3.736342430114746,3.0
201,인과관계,https://image-comic.pstatic.net/webtoon/789652/thumbnail/thumbnail_IMAG21_9e92f54e-ec57-4cd3-9574-9a58455606bf.jpg,https://comic.naver.com/webtoon/list?titleId=789652,3,2.8014841079711914,-0.8337838649749756,3.0
202,언덕 위의 제임스,https://image-comic.pstatic.net/webtoon/671421/thumbnail/thumbnail_IMAG21_7643171d-08fb-40a8-9da1-813a3b7e784f.jpg,https://comic.naver.com/webtoon/list?titleId=671421,3,4.857369422912598,-3.9008235931396484,3.0
203,두꺼비집,https://image-comic.pstatic.net/webtoon/809870/thumbnail/thumbnail_IMAG21_29ffd031-ad01-4085-85c7-b7f08e9ef2b5.jpg,https://comic.naver.com/webtoon/list?titleId=809870,1,3.7235519886016846,3.7654824256896973,1.0
204,범상찮은 밤,https://image-comic.pstatic.net/webtoon/810682/thumbnail/thumbnail_IMAG21_09e253e0-1fdd-4758-9109-ecf605569ca6.jpg,https://comic.naver.com/webtoon/list?titleId=810682,3,3.9727048873901367,1.4440767765045166,3.0
205,칼부림,https://image-comic.pstatic.net/webtoon/602916/thumbnail/thumbnail_IMAG21_43cf1d1e-d265-464d-83db-f92dbc3fcf43.jpg,https://comic.naver.com/webtoon/list?titleId=602916,1,3.8967716693878174,6.246809959411621,1.0
206,하렘의 남자들,https://image-comic.pstatic.net/webtoon/760001/thumbnail/thumbnail_IMAG21_c62cf78d-b346-49cf-b847-3062fc51500b.jpg,https://comic.naver.com/webtoon/list?titleId=760001,2,-2.2954506874084473,2.628519058227539,2.0
207,말숙이를 부탁해,https://image-comic.pstatic.net/webtoon/807634/thumbnail/thumbnail_IMAG21_1da46b85-5eb9-440e-93a8-4d45d602eb9e.jpg,https://comic.naver.com/webtoon/list?titleId=807634,3,2.409630537033081,-2.1527059078216553,3.0
208,용한소녀,https://image-comic.pstatic.net/webtoon/803891/thumbnail/thumbnail_IMAG21_668eac64-9d55-4c3a-bc5f-8fe862f4c3e6.jpg,https://comic.naver.com/webtoon/list?titleId=803891,3,2.6189939975738525,-3.299865484237671,3.0
209,괴물공작의 딸,https://image-comic.pstatic.net/webtoon/765158/thumbnail/thumbnail_IMAG21_7378132256276230709.jpg,https://comic.naver.com/webtoon/list?titleId=765158,1,-0.688578724861145,2.7848429679870605,1.0
210,물고기로 살아남기,https://image-comic.pstatic.net/webtoon/793887/thumbnail/thumbnail_IMAG21_313436b8-ff98-4a9e-98dc-dc2e4839a65e.jpg,https://comic.naver.com/webtoon/list?titleId=793887,0,-5.272749900817871,-2.638902425765991,0.0
211,사내고충처리반,https://image-comic.pstatic.net/webtoon/801593/thumbnail/thumbnail_IMAG21_f551544b-d49b-44b3-8360-fb2594f889ee.jpg,https://comic.naver.com/webtoon/list?titleId=801593,4,-1.688267707824707,-4.325462341308594,4.0
212,수요웹툰의 나강림,https://image-comic.pstatic.net/webtoon/771718/thumbnail/thumbnail_IMAG21_8d86de3e-15d5-464e-b448-cbd73b1bd71c.jpg,https://comic.naver.com/webtoon/list?titleId=771718,4,-0.33270061016082764,-0.04331314563751221,4.0
213,행성인간2: 행성의,https://image-comic.pstatic.net/webtoon/802940/thumbnail/thumbnail_IMAG21_27ad5bf3-0455-4ac2-b3ae-dbc40c247407.jpg,https://comic.naver.com/webtoon/list?titleId=802940,0,-6.894733905792236,-2.2800426483154297,0.0
214,좀간,https://image-comic.pstatic.net/webtoon/796062/thumbnail/thumbnail_IMAG21_dc14b7fc-c61e-4fdf-9e6c-0108db4a26db.jpg,https://comic.naver.com/webtoon/list?titleId=796062,4,-0.9248678088188171,-1.7194477319717407,4.0
215,이십팔세기 광팬,https://image-comic.pstatic.net/webtoon/800312/thumbnail/thumbnail_IMAG21_90520e55-609b-4015-8260-974081bce964.jpg,https://comic.naver.com/webtoon/list?titleId=800312,3,5.432380199432373,-1.315223217010498,3.0
